"name","essround","edition","proddate","idno","cntry","dweight","pweight","prtvgde1","prtvgde2","prtclgde","imbgeco","rlgdnade","ctzcntr","gndr","agea","edulvlb","uemp3m","prob","stratum","psu"
"ESS11e01",11,"1.0","20.06.2024",50857,"DE",0.9958686,2.9929698,66,66,66,6,6666,1,2,16,213,2,0.00012835317,158,2347
"ESS11e01",11,"1.0","20.06.2024",50861,"DE",1.0195088,2.9929698,1,1,1,8,6666,1,1,43,610,2,0.00012537694,185,2697
"ESS11e01",11,"1.0","20.06.2024",50882,"DE",1.0267323,2.9929698,2,5,2,5,6666,1,2,53,720,2,0.00012449485,214,2701
"ESS11e01",11,"1.0","20.06.2024",50900,"DE",0.9958686,2.9929698,2,5,5,10,6666,1,1,24,610,2,0.00012835317,215,2285
"ESS11e01",11,"1.0","20.06.2024",50925,"DE",0.9958686,2.9929698,5,5,1,7,6666,1,1,30,720,2,0.00012835317,165,2359
"ESS11e01",11,"1.0","20.06.2024",50949,"DE",0.9958686,2.9929698,1,1,1,8,6666,1,2,73,322,1,0.00012835317,186,2241
"ESS11e01",11,"1.0","20.06.2024",50973,"DE",0.9958686,2.9929698,4,1,1,9,1,1,1,82,322,2,0.00012835317,144,2324
"ESS11e01",11,"1.0","20.06.2024",50974,"DE",0.9958686,2.9929698,66,66,66,9,6,1,1,16,212,2,0.00012835317,169,2230
"ESS11e01",11,"1.0","20.06.2024",50982,"DE",0.9958686,2.9929698,4,4,66,5,1,1,2,63,322,2,0.00012835317,193,2254
"ESS11e01",11,"1.0","20.06.2024",50998,"DE",0.9958686,2.9929698,2,2,2,7,6666,1,1,40,720,2,0.00012835317,124,2288
"ESS11e01",11,"1.0","20.06.2024",50999,"DE",0.9958686,2.9929698,1,1,66,6,1,1,2,29,610,2,0.00012835317,147,2327
"ESS11e01",11,"1.0","20.06.2024",51003,"DE",1.0276766,2.9929698,9,9,9,5,6666,1,1,48,800,2,0.00012438047,174,2682
"ESS11e01",11,"1.0","20.06.2024",51010,"DE",0.9958686,2.9929698,4,4,4,7,6666,1,2,40,800,2,0.00012835317,154,2340
"ESS11e01",11,"1.0","20.06.2024",51022,"DE",0.9958686,2.9929698,88,4,66,9,6666,1,2,28,720,2,0.00012835317,211,2278
"ESS11e01",11,"1.0","20.06.2024",51031,"DE",0.9958686,2.9929698,4,4,66,10,6666,1,1,68,423,2,0.00012835317,130,2298
"ESS11e01",11,"1.0","20.06.2024",51049,"DE",0.9958687,2.9929698,2,2,2,8,2,1,2,55,720,1,0.00012835316,205,2234
"ESS11e01",11,"1.0","20.06.2024",51060,"DE",1.0267323,2.9929698,66,66,66,5,2,1,1,16,212,2,0.00012449485,214,2427
"ESS11e01",11,"1.0","20.06.2024",51118,"DE",0.9958686,2.9929698,2,2,2,8,1,1,1,89,322,2,0.00012835317,129,2296
"ESS11e01",11,"1.0","20.06.2024",51165,"DE",0.9958686,2.9929698,2,4,66,7,6666,1,1,23,313,2,0.00012835317,145,2369
"ESS11e01",11,"1.0","20.06.2024",51168,"DE",1.0216119,2.9929698,2,2,2,7,2,1,1,64,720,2,0.00012511884,134,2490
"ESS11e01",11,"1.0","20.06.2024",51172,"DE",0.9958686,2.9929698,1,5,5,7,6666,1,1,33,620,2,0.00012835317,162,2355
"ESS11e01",11,"1.0","20.06.2024",51175,"DE",0.9958686,2.9929698,1,1,1,6,6666,1,1,55,322,1,0.00012835317,154,2340
"ESS11e01",11,"1.0","20.06.2024",51176,"DE",0.9958686,2.9929698,5,5,66,7,6666,1,1,56,520,2,0.00012835317,164,2356
"ESS11e01",11,"1.0","20.06.2024",51177,"DE",0.99586856,2.9929698,2,2,2,8,2,1,2,50,610,2,0.00012835317,188,2245
"ESS11e01",11,"1.0","20.06.2024",51188,"DE",0.9958686,2.9929698,77,77,66,77,1,1,2,29,322,2,0.00012835317,159,2349
"ESS11e01",11,"1.0","20.06.2024",51196,"DE",0.9958687,2.9929698,66,66,66,10,6,2,1,25,213,1,0.00012835316,128,2294
"ESS11e01",11,"1.0","20.06.2024",51204,"DE",0.9958686,2.9929698,8,8,66,5,6666,1,1,65,720,2,0.00012835317,161,2353
"ESS11e01",11,"1.0","20.06.2024",51226,"DE",0.99586856,2.9929698,2,2,2,10,1,1,2,58,322,1,0.00012835317,210,2276
"ESS11e01",11,"1.0","20.06.2024",51227,"DE",0.9958686,2.9929698,5,5,66,88,2,1,2,20,423,2,0.00012835317,146,2326
"ESS11e01",11,"1.0","20.06.2024",51247,"DE",0.99586856,2.9929698,66,66,66,8,7777,1,1,15,212,1,0.00012835317,179,2390
"ESS11e01",11,"1.0","20.06.2024",51273,"DE",0.9958686,2.9929698,2,2,2,5,6666,1,2,55,720,2,0.00012835317,188,2246
"ESS11e01",11,"1.0","20.06.2024",51276,"DE",0.99586856,2.9929698,1,1,66,10,1,1,2,38,322,2,0.00012835317,142,2319
"ESS11e01",11,"1.0","20.06.2024",51277,"DE",0.9958686,2.9929698,1,1,66,7,1,1,1,64,710,2,0.00012835317,204,2267
"ESS11e01",11,"1.0","20.06.2024",51282,"DE",0.99586856,2.9929698,5,5,66,8,1,1,1,35,610,1,0.00012835317,150,2333
"ESS11e01",11,"1.0","20.06.2024",51299,"DE",0.9958686,2.9929698,66,66,1,8,6666,1,1,58,322,1,0.00012835317,215,2285
"ESS11e01",11,"1.0","20.06.2024",51311,"DE",1.0175319,2.9929698,77,77,66,4,1,1,1,31,610,1,0.00012562053,163,2677
"ESS11e01",11,"1.0","20.06.2024",51356,"DE",0.9958686,2.9929698,66,66,66,8,2,1,1,16,113,2,0.00012835317,148,2329
"ESS11e01",11,"1.0","20.06.2024",51371,"DE",0.9958686,2.9929698,77,77,88,8,6666,1,1,50,720,2,0.00012835317,167,2362
"ESS11e01",11,"1.0","20.06.2024",51386,"DE",0.9958686,2.9929698,6,2,55,8,6666,1,1,84,520,2,0.00012835317,123,2235
"ESS11e01",11,"1.0","20.06.2024",51389,"DE",0.9958686,2.9929698,1,1,66,7,1,1,1,75,520,2,0.00012835317,191,2252
"ESS11e01",11,"1.0","20.06.2024",51399,"DE",0.9958686,2.9929698,66,66,66,6,6,2,2,29,113,1,0.00012835317,182,2393
"ESS11e01",11,"1.0","20.06.2024",51420,"DE",0.99586856,2.9929698,6,6,6,5,6666,1,1,62,322,2,0.00012835317,206,2269
"ESS11e01",11,"1.0","20.06.2024",51421,"DE",1.0310322,2.9929698,4,4,4,10,1,1,2,56,720,1,0.00012397567,126,2656
"ESS11e01",11,"1.0","20.06.2024",51426,"DE",0.9958686,2.9929698,66,66,66,5,4,2,1,35,720,2,0.00012835317,208,2273
"ESS11e01",11,"1.0","20.06.2024",51445,"DE",0.9958686,2.9929698,66,66,66,6,6,2,2,29,620,2,0.00012835317,148,2330
"ESS11e01",11,"1.0","20.06.2024",51464,"DE",0.9958686,2.9929698,66,66,66,6,1,1,2,77,212,2,0.00012835317,159,2349
"ESS11e01",11,"1.0","20.06.2024",51489,"DE",0.9958686,2.9929698,88,4,66,8,6666,1,2,37,321,2,0.00012835317,123,2236
"ESS11e01",11,"1.0","20.06.2024",51492,"DE",0.99586856,2.9929698,7,3,55,7,6666,1,1,59,720,1,0.00012835317,150,2334
"ESS11e01",11,"1.0","20.06.2024",51498,"DE",0.9958686,2.9929698,1,5,66,3,1,1,1,71,322,2,0.00012835317,147,2328
"ESS11e01",11,"1.0","20.06.2024",51500,"DE",0.9958687,2.9929698,88,1,1,5,1,1,2,71,212,2,0.00012835316,132,2302
"ESS11e01",11,"1.0","20.06.2024",51540,"DE",0.9958686,2.9929698,1,1,1,8,1,1,2,73,322,2,0.00012835317,207,2270
"ESS11e01",11,"1.0","20.06.2024",51542,"DE",0.9958686,2.9929698,77,77,77,5,1,1,2,78,322,2,0.00012835317,204,2267
"ESS11e01",11,"1.0","20.06.2024",51575,"DE",0.9958686,2.9929698,88,4,66,6,6666,1,1,68,720,2,0.00012835317,167,2363
"ESS11e01",11,"1.0","20.06.2024",51580,"DE",0.9958686,2.9929698,2,2,66,0,6666,1,1,56,520,2,0.00012835317,208,2272
"ESS11e01",11,"1.0","20.06.2024",51619,"DE",0.9958686,2.9929698,88,88,66,7,2,1,1,51,322,2,0.00012835317,193,2253
"ESS11e01",11,"1.0","20.06.2024",51659,"DE",0.9958686,2.9929698,6,6,66,3,6666,1,2,60,322,1,0.00012835317,172,2379
"ESS11e01",11,"1.0","20.06.2024",51665,"DE",0.9958686,2.9929698,1,1,1,7,6666,1,2,39,520,2,0.00012835317,162,2355
"ESS11e01",11,"1.0","20.06.2024",51667,"DE",0.9958686,2.9929698,1,1,66,8,1,1,2,59,322,2,0.00012835317,208,2273
"ESS11e01",11,"1.0","20.06.2024",51669,"DE",0.9958686,2.9929698,88,2,66,4,291,1,2,46,229,2,0.00012835317,211,2278
"ESS11e01",11,"1.0","20.06.2024",51699,"DE",0.9958686,2.9929698,77,77,66,3,6666,1,2,44,322,2,0.00012835317,125,2291
"ESS11e01",11,"1.0","20.06.2024",51700,"DE",0.9958686,2.9929698,77,77,66,88,6666,1,2,65,520,2,0.00012835317,180,2392
"ESS11e01",11,"1.0","20.06.2024",51711,"DE",0.9958686,2.9929698,5,1,66,7,6666,1,1,43,620,2,0.00012835317,132,2303
"ESS11e01",11,"1.0","20.06.2024",51722,"DE",1.0186515,2.9929698,77,77,66,10,2,1,2,63,720,2,0.00012548246,183,2653
"ESS11e01",11,"1.0","20.06.2024",51737,"DE",0.9958687,2.9929698,88,88,66,7,1,1,2,52,322,1,0.00012835316,157,2344
"ESS11e01",11,"1.0","20.06.2024",51751,"DE",0.99586856,2.9929698,2,2,2,7,1,1,2,60,322,1,0.00012835317,150,2334
"ESS11e01",11,"1.0","20.06.2024",51769,"DE",0.9958686,2.9929698,66,66,66,1,1,2,2,33,322,1,0.00012835317,155,2343
"ESS11e01",11,"1.0","20.06.2024",51770,"DE",0.9958686,2.9929698,2,2,2,8,6666,1,2,75,322,1,0.00012835317,165,2358
"ESS11e01",11,"1.0","20.06.2024",51800,"DE",1.0174682,2.9929698,55,55,66,8,6666,1,2,63,322,2,0.00012562839,197,2404
"ESS11e01",11,"1.0","20.06.2024",51820,"DE",0.99586856,2.9929698,1,5,1,6,6666,1,1,39,720,2,0.00012835317,127,2293
"ESS11e01",11,"1.0","20.06.2024",51862,"DE",0.9958686,2.9929698,66,66,66,5,2,1,1,64,322,2,0.00012835317,208,2273
"ESS11e01",11,"1.0","20.06.2024",51867,"DE",0.9958686,2.9929698,77,77,1,6,2,1,2,68,520,2,0.00012835317,148,2330
"ESS11e01",11,"1.0","20.06.2024",51873,"DE",0.9958686,2.9929698,2,2,2,5,6666,1,1,67,422,2,0.00012835317,200,2259
"ESS11e01",11,"1.0","20.06.2024",51902,"DE",0.9958686,2.9929698,5,5,66,4,1,1,1,60,322,2,0.00012835317,152,2337
"ESS11e01",11,"1.0","20.06.2024",51921,"DE",0.9958687,2.9929698,66,66,66,7,6666,1,1,40,322,2,0.00012835316,141,2318
"ESS11e01",11,"1.0","20.06.2024",51925,"DE",1.0192384,2.9929698,66,66,66,2,3,2,2,39,520,2,0.00012541021,153,2723
"ESS11e01",11,"1.0","20.06.2024",51930,"DE",0.9958686,2.9929698,1,1,1,2,1,1,2,35,322,2,0.00012835317,154,2340
"ESS11e01",11,"1.0","20.06.2024",51933,"DE",0.9958686,2.9929698,88,88,66,0,6666,1,1,20,322,2,0.00012835317,139,2314
"ESS11e01",11,"1.0","20.06.2024",51934,"DE",1.0267323,2.9929698,66,66,2,2,6,2,2,32,422,1,0.00012449485,214,2584
"ESS11e01",11,"1.0","20.06.2024",51954,"DE",0.9958686,2.9929698,88,88,66,5,1,1,2,55,422,1,0.00012835317,129,2296
"ESS11e01",11,"1.0","20.06.2024",51957,"DE",1.0276766,2.9929698,2,2,2,3,6666,1,2,66,520,1,0.00012438047,174,2536
"ESS11e01",11,"1.0","20.06.2024",51981,"DE",1.0186515,2.9929698,55,55,55,10,6666,1,2,59,610,1,0.00012548246,183,2456
"ESS11e01",11,"1.0","20.06.2024",51994,"DE",0.9958686,2.9929698,1,1,66,1,6666,1,2,75,322,1,0.00012835317,178,2387
"ESS11e01",11,"1.0","20.06.2024",52021,"DE",0.9958686,2.9929698,5,1,1,9,6666,1,2,61,321,2,0.00012835317,131,2301
"ESS11e01",11,"1.0","20.06.2024",52024,"DE",0.9958686,2.9929698,55,55,55,3,6666,1,2,42,212,1,0.00012835317,169,2230
"ESS11e01",11,"1.0","20.06.2024",52028,"DE",0.9958686,2.9929698,66,66,66,7,6666,1,1,33,423,2,0.00012835317,192,2231
"ESS11e01",11,"1.0","20.06.2024",52036,"DE",0.99586856,2.9929698,66,66,66,10,1,1,1,65,322,1,0.00012835317,210,2276
"ESS11e01",11,"1.0","20.06.2024",52042,"DE",0.9958686,2.9929698,88,2,66,4,6666,1,2,56,322,1,0.00012835317,152,2338
"ESS11e01",11,"1.0","20.06.2024",52043,"DE",0.9958686,2.9929698,6,1,6,4,1,1,1,22,322,2,0.00012835317,161,2353
"ESS11e01",11,"1.0","20.06.2024",52047,"DE",1.0186515,2.9929698,2,2,2,7,2,1,2,81,321,2,0.00012548246,183,2498
"ESS11e01",11,"1.0","20.06.2024",52078,"DE",0.9958686,2.9929698,5,5,66,5,6666,1,2,27,520,2,0.00012835317,200,2260
"ESS11e01",11,"1.0","20.06.2024",52083,"DE",0.9958686,2.9929698,66,66,66,10,6,2,2,45,322,2,0.00012835317,212,2281
"ESS11e01",11,"1.0","20.06.2024",52092,"DE",0.99586856,2.9929698,66,66,66,7,6,2,2,18,213,2,0.00012835317,171,2377
"ESS11e01",11,"1.0","20.06.2024",52095,"DE",0.9958686,2.9929698,4,4,66,5,2,1,2,26,423,2,0.00012835317,165,2358
"ESS11e01",11,"1.0","20.06.2024",52098,"DE",0.9958686,2.9929698,66,66,66,2,6666,1,2,66,212,1,0.00012835317,159,2349
"ESS11e01",11,"1.0","20.06.2024",52109,"DE",1.0219342,2.9929698,66,66,66,0,2,1,2,58,321,2,0.00012507937,202,2596
"ESS11e01",11,"1.0","20.06.2024",52112,"DE",0.9958686,2.9929698,6,6,6,3,2,1,2,41,322,2,0.00012835317,208,2273
"ESS11e01",11,"1.0","20.06.2024",52126,"DE",0.9958686,2.9929698,77,1,1,8,2,1,1,74,322,2,0.00012835317,212,2280
"ESS11e01",11,"1.0","20.06.2024",52132,"DE",0.9958686,2.9929698,66,66,66,7,1,1,2,87,321,2,0.00012835317,191,2252
"ESS11e01",11,"1.0","20.06.2024",52139,"DE",0.9958686,2.9929698,77,77,66,6,6666,1,1,30,322,1,0.00012835317,192,2231
"ESS11e01",11,"1.0","20.06.2024",52144,"DE",1.0214955,2.9929698,66,66,4,8,6666,2,1,38,520,2,0.0001251331,196,2603
"ESS11e01",11,"1.0","20.06.2024",52147,"DE",1.0216119,2.9929698,88,2,66,6,2,1,2,68,720,2,0.00012511884,134,2528
"ESS11e01",11,"1.0","20.06.2024",52148,"DE",0.9958686,2.9929698,77,77,6,1,1,1,2,53,520,2,0.00012835317,161,2353
"ESS11e01",11,"1.0","20.06.2024",52190,"DE",0.99586856,2.9929698,4,88,66,8,2,1,2,69,322,2,0.00012835317,162,2354
"ESS11e01",11,"1.0","20.06.2024",52192,"DE",0.99586856,2.9929698,5,5,66,3,6666,1,1,55,322,1,0.00012835317,130,2299
"ESS11e01",11,"1.0","20.06.2024",52198,"DE",0.99586856,2.9929698,4,4,66,8,6666,1,2,46,520,2,0.00012835317,210,2276
"ESS11e01",11,"1.0","20.06.2024",52200,"DE",0.9958686,2.9929698,1,88,1,7,2,1,2,46,520,2,0.00012835317,149,2331
"ESS11e01",11,"1.0","20.06.2024",52207,"DE",0.99586856,2.9929698,66,66,66,5,6666,1,2,29,423,2,0.00012835317,210,2276
"ESS11e01",11,"1.0","20.06.2024",52215,"DE",1.0216119,2.9929698,3,3,3,8,6666,1,2,64,520,1,0.00012511884,134,2598
"ESS11e01",11,"1.0","20.06.2024",52236,"DE",0.9958686,2.9929698,66,66,66,6,6666,1,1,32,322,1,0.00012835317,166,2360
"ESS11e01",11,"1.0","20.06.2024",52247,"DE",0.9958687,2.9929698,2,4,4,5,6666,1,1,56,322,2,0.00012835316,128,2294
"ESS11e01",11,"1.0","20.06.2024",52292,"DE",0.9958686,2.9929698,1,88,66,5,6666,1,1,66,322,2,0.00012835317,178,2387
"ESS11e01",11,"1.0","20.06.2024",52296,"DE",0.9958686,2.9929698,88,7,66,6,1,1,1,65,322,2,0.00012835317,159,2348
"ESS11e01",11,"1.0","20.06.2024",52322,"DE",0.99586856,2.9929698,5,77,66,5,2,1,2,40,720,2,0.00012835317,131,2300
"ESS11e01",11,"1.0","20.06.2024",52352,"DE",0.9958686,2.9929698,66,66,66,7,2,1,2,40,322,2,0.00012835317,186,2241
"ESS11e01",11,"1.0","20.06.2024",52354,"DE",0.9958686,2.9929698,66,66,66,5,2,2,1,33,610,2,0.00012835317,207,2270
"ESS11e01",11,"1.0","20.06.2024",52357,"DE",0.9958686,2.9929698,2,2,2,8,2,1,1,85,322,2,0.00012835317,190,2249
"ESS11e01",11,"1.0","20.06.2024",52361,"DE",0.9958686,2.9929698,1,1,1,8,6666,1,1,76,520,2,0.00012835317,139,2314
"ESS11e01",11,"1.0","20.06.2024",52379,"DE",0.99586856,2.9929698,66,66,66,5,6666,1,2,44,322,2,0.00012835317,135,2307
"ESS11e01",11,"1.0","20.06.2024",52398,"DE",0.9958686,2.9929698,66,66,66,5,1,2,1,55,322,2,0.00012835317,151,2335
"ESS11e01",11,"1.0","20.06.2024",52401,"DE",0.99586856,2.9929698,55,6,66,5,6666,1,2,50,423,2,0.00012835317,170,2375
"ESS11e01",11,"1.0","20.06.2024",52405,"DE",0.99586856,2.9929698,6,6,6,3,6666,1,1,34,610,2,0.00012835317,162,2354
"ESS11e01",11,"1.0","20.06.2024",52407,"DE",0.9958686,2.9929698,66,66,66,5,6666,1,2,68,212,2,0.00012835317,136,2308
"ESS11e01",11,"1.0","20.06.2024",52426,"DE",1.0175319,2.9929698,66,66,66,4,6666,1,2,19,313,2,0.00012562053,163,2645
"ESS11e01",11,"1.0","20.06.2024",52435,"DE",0.9958686,2.9929698,77,77,66,5,6666,1,1,27,610,2,0.00012835317,138,2312
"ESS11e01",11,"1.0","20.06.2024",52446,"DE",0.9958686,2.9929698,77,77,77,7,1,1,2,63,322,2,0.00012835317,204,2267
"ESS11e01",11,"1.0","20.06.2024",52469,"DE",0.9958686,2.9929698,4,88,4,6,1,1,2,29,520,2,0.00012835317,149,2331
"ESS11e01",11,"1.0","20.06.2024",52493,"DE",0.9958686,2.9929698,3,3,3,6,1,1,1,74,520,1,0.00012835317,181,2367
"ESS11e01",11,"1.0","20.06.2024",52495,"DE",0.99586856,2.9929698,1,5,5,8,6666,1,1,68,720,2,0.00012835317,146,2325
"ESS11e01",11,"1.0","20.06.2024",52498,"DE",0.9958686,2.9929698,2,4,4,9,6666,1,1,31,610,2,0.00012835317,148,2330
"ESS11e01",11,"1.0","20.06.2024",52520,"DE",1.0259684,2.9929698,6,6,6,5,6666,1,1,60,520,2,0.00012458755,176,2661
"ESS11e01",11,"1.0","20.06.2024",52543,"DE",0.99586856,2.9929698,1,5,66,9,1,1,1,24,423,2,0.00012835317,210,2277
